BoM_Item_ID,Parent_Model_ID,Hausa_Model_Name,Component_Name,Quantity,Unit_of_Measure,Category_Key,SubCategory_Key,Quality_Key,Story,2D Symbol,3D Axonometry,Height (Z Size),Length (A),Width (B),Related Zone Number,Building Materials (All),2D_Symbol_URL,3D_Axonometry_URL,Imported_To_Project
SIP-628,HAU-004,U3 X2,WALL SIP MGO 155 x 305 x 2750 mm - Right End - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2883,355,155,U3 X2 R,,,,
SIP-651,HAU-004,U3 X2,WALL SIP MGO 155 x 610 x 2750 mm - Middle - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2884,656,155,U3 X2 R,,,,
SIP-670,HAU-004,U3 X2,WINDOW SIP MGO 155 x 1220 x 2750 mm - 1100 sill 1050 w 1600 h - Left Split - Neutral - Lip,1,unit,SIP_PANELS,WINDOW_PANEL_UNIT,STANDARD_FIXED,Ground,,,2884,1269,156,U3 X2 L,,,,
SIP-683,HAU-004,U3 X2,WINDOW SIP MGO 155 x 1220 x 2750 mm - 1100 sill 1050 w 1600 h - Right Split - Neutral - Lip,1,unit,SIP_PANELS,WINDOW_PANEL_UNIT,STANDARD_FIXED,Ground,,,2884,1268,156,U3 X2 L,,,,
SIP-687,HAU-004,U3 X2,WINDOW SIP MGO 155 x 1220 x 2750 mm - 1100 Sill 500 w 1300 h Opening - Right End - Lip,1,unit,SIP_PANELS,WINDOW_PANEL_UNIT,STANDARD_FIXED,First,,,2877,1269,156,U3 X2 L,,,,
SIP-694,HAU-004,U3 X2,WINDOW SIP MGO 155 x 1220 x 2750 mm - 1100 Sill 900 w 1300 h Opening - Left End - Lip,1,unit,SIP_PANELS,WINDOW_PANEL_UNIT,STANDARD_FIXED,First,,,2877,1220,156,U3 X2 R,,,,
SIP-699,HAU-004,U3 X2,WINDOW SIP MGO 155 x 1220 x 2750 mm - 500 sill 1050 w 1900 h - Left Split - Neutral - Lip,1,unit,SIP_PANELS,WINDOW_PANEL_UNIT,STANDARD_FIXED,First,,,2881,1220,156,U3 X2 L,,,,
SIP-700,HAU-004,U3 X2,WINDOW SIP MGO 155 x 1220 x 2750 mm - 500 sill 1050 w 1900 h - Left Split - Neutral - Lip,1,unit,SIP_PANELS,WINDOW_PANEL_UNIT,STANDARD_FIXED,First,,,2881,1220,156,U3 X2 R,,,,
SIP-709,HAU-004,U3 X2,WINDOW SIP MGO 155 x 1220 x 2750 mm - 500 sill 1050 w 1900 h - Right Split - Neutral - Lip,1,unit,SIP_PANELS,WINDOW_PANEL_UNIT,STANDARD_FIXED,First,,,2883,1268,155,U3 X2 L,,,,
SIP-710,HAU-004,U3 X2,WINDOW SIP MGO 155 x 1220 x 2750 mm - 500 sill 1050 w 1900 h - Right Split - Neutral - Lip,1,unit,SIP_PANELS,WINDOW_PANEL_UNIT,STANDARD_FIXED,First,,,2883,1268,155,U3 X2 R,,,,
SIP-72,HAU-004,U3 X2,4.76 SLANTED SILL SIP MGO 155 x 1220 mm - #6,2,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,619,1223,155,U3 X2 L,,,,
SIP-73,HAU-004,U3 X2,4.76 SLANTED SILL SIP MGO 155 x 1220 mm - #6,2,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,619,1223,155,U3 X2 R,,,,
SIP-83,HAU-004,U3 X2,4.76 SLANTED SILL SIP MGO 155 x 1220 mm - #7,2,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,518,1221,155,U3 X2 L,,,,
SIP-84,HAU-004,U3 X2,4.76 SLANTED SILL SIP MGO 155 x 1220 mm - #7,2,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,518,1221,155,U3 X2 R,,,,
WIN-26,HAU-004,U3 X2,Triple Window 26,1,unit,WINDOWS,WINDOW,BASIC,Ground,,,2.057×1.341,1698,357,U3 X2 L,,,,
WIN-27,HAU-004,U3 X2,Window 26,1,unit,WINDOWS,WINDOW,BASIC,"First, ",,,1.829×1.877,652,2529,U3 X3 L,,,,
WIN-28,HAU-004,U3 X2,Window 26,1,unit,WINDOWS,WINDOW,BASIC,"First, ",,,1.823×1.872,676,2548,U3 X3 G L,,,,
WIN-29,HAU-004,U3 X2,Window 26,1,unit,WINDOWS,WINDOW,BASIC,"First, ",,,904×1.356,1190,2546,U2 X2 L,,,,
WIN-30,HAU-004,U3 X2,Window 26,1,unit,WINDOWS,WINDOW,BASIC,"First, ",,,486×1.308,1221,2529,U2 X3 L,,,,
BAT-10,HAU-004,U3 X2 ,Bathtub 26-1,1,unit,BATHROOM_FIXTURES,BATHTUB,BASIC,Ground,,,600,1513,750,U3 X3 L,,,,
BAT-16,HAU-004,U3 X2 ,Bathtub 26-2,2,unit,BATHROOM_FIXTURES,BATHTUB,BASIC,First,,,600,1700,750,U3 X3 G L,,,,
BAT-22,HAU-004,U3 X2 ,Bidet 26,1,unit,BATHROOM_FIXTURES,BIDET,BASIC,Ground,,,400,370,500,U3 X3 G L,,,,
BAT-23,HAU-004,U3 X2 ,Bidet 26,2,unit,BATHROOM_FIXTURES,BIDET,BASIC,First,,,400,370,500,U2 X2 L,,,,
BAT-35,HAU-004,U3 X2 ,WC 26-1,1,unit,BATHROOM_FIXTURES,TOILET,BASIC,Ground,,,400,350,640,U2 X2 L,,,,
BAT-41,HAU-004,U3 X2 ,WC 26-2,2,unit,BATHROOM_FIXTURES,TOILET,BASIC,First,,,400,350,640,U2 X3 L,,,,
KIT-14,HAU-004,U3 X2 ,Cabinet Base Double Door 21,1,unit,KITCHEN_FIXTURES,BASE_CABINET,BASIC,Ground,,,900,1587,600,U3 X2 L,,,,
KIT-20,HAU-004,U3 X2 ,Cabinet Base MultiDrawer 24-1,1,unit,KITCHEN_FIXTURES,BASE_CABINET,BASIC,Ground,,,900,557,600,U3 X2 L,,,,
KIT-26,HAU-004,U3 X2 ,Cabinet Base MultiDrawer 24-2,1,unit,KITCHEN_FIXTURES,BASE_CABINET,BASIC,Ground,,,900,879,600,U3 X2 L,,,,
KIT-32,HAU-004,U3 X2 ,Cabinet Base MultiDrawer 24-3,2,unit,KITCHEN_FIXTURES,BASE_CABINET,BASIC,Ground,,,900,656,600,U3 X2 L,,,,
KIT-50,HAU-004,U3 X2 ,Cabinet Wall Double Door 24-1,2,unit,KITCHEN_FIXTURES,CABINET_SYSTEMS,BASIC,Ground,,,750,783,300,U3 X2 L,,,,
KIT-55,HAU-004,U3 X2 ,Cabinet Wall Double Door 24-2,2,unit,KITCHEN_FIXTURES,CABINET_SYSTEMS,BASIC,Ground,,,750,834,300,U3 X2 L,,,,
KIT-71,HAU-004,U3 X2 ,Dishwasher Built-in 26,1,unit,KITCHEN_FIXTURES,DISHWASHER,BASIC,Ground,,,900,600,600,U3 X2 L,,,,
KIT-77,HAU-004,U3 X2 ,Multi-Basin Counter 26-1,1,unit,KITCHEN_FIXTURES,COUNTERTOP,BASIC,Ground,,,25,986,489,U3 X2 L,,,,
KIT-83,HAU-004,U3 X2 ,Multi-Basin Counter 26-2,1,unit,KITCHEN_FIXTURES,COUNTERTOP,BASIC,First,,,25,1047,486,U3 X2 L,,,,
KIT-86,HAU-004,U3 X2 ,Multi-Basin Counter 26-3,1,unit,KITCHEN_FIXTURES,COUNTERTOP,BASIC,First,,,25,1089,486,U3 X2 L,,,,
SIP-104,HAU-004,U3 X2 ,DOOR SIP MGO 110 x 1220 x 2630 mm - 900 mm Opening - Left End,1,unit,SIP_PANELS,DOOR_PANEL_UNIT,STANDARD_FIXED,First,,,2616,1221,110,U3 X2 R,,,,
SIP-129,HAU-004,U3 X2 ,FLAT END WALL SIP MGO 110 x 1075 x 1200 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,1424,1076,110,U3 X2 R,,,,
SIP-13,HAU-004,U3 X2 ,4.76 SLANTED END SIP MGO 155 x 1075 x 572 mm - Left End,1,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1075,156,U3 X2 L,,,,
SIP-14,HAU-004,U3 X2 ,4.76 SLANTED END SIP MGO 155 x 1075 x 572 mm - Left End,1,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1075,156,U3 X2 R,,,,
SIP-153,HAU-004,U3 X2 ,FLOOR SIP MGO 110 x 1220 x 2440 mm - Left End,1,unit,SIP_PANELS,FLOOR_PANEL_UNIT,STANDARD_FIXED,Ground,,,110,1270,2440,U3 X2 L,,,,
SIP-154,HAU-004,U3 X2 ,FLOOR SIP MGO 110 x 1220 x 2440 mm - Left End,1,unit,SIP_PANELS,FLOOR_PANEL_UNIT,STANDARD_FIXED,First,,,110,1270,2440,U3 X2 L,,,,
SIP-155,HAU-004,U3 X2 ,FLOOR SIP MGO 110 x 1220 x 2440 mm - Left End,1,unit,SIP_PANELS,FLOOR_PANEL_UNIT,STANDARD_FIXED,Ground,,,110,1270,2440,U3 X2 R,,,,
SIP-182,HAU-004,U3 X2 ,FLOOR SIP MGO 110 x 1220 x 2440 mm - Middle,8,unit,SIP_PANELS,FLOOR_PANEL_UNIT,STANDARD_FIXED,Ground,,,110,1271,2440,U3 X2 L,,,,
SIP-183,HAU-004,U3 X2 ,FLOOR SIP MGO 110 x 1220 x 2440 mm - Middle,8,unit,SIP_PANELS,FLOOR_PANEL_UNIT,STANDARD_FIXED,First,,,110,1271,2440,U3 X2 L,,,,
SIP-184,HAU-004,U3 X2 ,FLOOR SIP MGO 110 x 1220 x 2440 mm - Middle,8,unit,SIP_PANELS,FLOOR_PANEL_UNIT,STANDARD_FIXED,Ground,,,110,1271,2440,U3 X2 R,,,,
SIP-185,HAU-004,U3 X2 ,FLOOR SIP MGO 110 x 1220 x 2440 mm - Middle,6,unit,SIP_PANELS,FLOOR_PANEL_UNIT,STANDARD_FIXED,First,,,110,1271,2440,U3 X2 R,,,,
SIP-242,HAU-004,U3 X2 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,10,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,Ground,,,10,1220,2440,U3 X2 L,,,,
SIP-243,HAU-004,U3 X2 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,10,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,First,,,10,1220,2440,U3 X2 L,,,,
SIP-244,HAU-004,U3 X2 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,7,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,Ground,,,10,1220,2440,U3 X2 R,,,,
SIP-245,HAU-004,U3 X2 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,10,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,First,,,10,1220,2440,U3 X2 R,,,,
SIP-271,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1075 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1075,110,U3 X2 R,,,,
SIP-275,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1075 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1125,110,U3 X2 L,,,,
SIP-276,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1075 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2639,1125,110,U3 X2 R,,,,
SIP-277,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1075 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1125,110,U3 X2 R,,,,
SIP-292,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1075 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1125,110,U3 X2 L,,,,
SIP-293,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1075 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1125,110,U3 X2 R,,,,
SIP-304,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Left End,4,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1220,110,U3 X2 L,,,,
SIP-305,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Left End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1220,110,U3 X2 R,,,,
SIP-306,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1220,110,U3 X2 R,,,,
SIP-326,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1270,110,U3 X2 R,,,,
SIP-343,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1270,110,U3 X2 L,,,,
SIP-344,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1270,110,U3 X2 R,,,,
SIP-345,HAU-004,U3 X2 ,WALL SIP MGO 110 x 1220 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1270,110,U3 X2 R,,,,
SIP-35,HAU-004,U3 X2 ,4.76 SLANTED END SIP MGO 155 x 1075 x 572 mm - Right End,1,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1128,155,U3 X2 L,,,,
SIP-350,HAU-004,U3 X2 ,WALL SIP MGO 110 x 152 x 2630 mm - Left End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,152,110,U3 X2 L,,,,
SIP-36,HAU-004,U3 X2 ,4.76 SLANTED END SIP MGO 155 x 1075 x 572 mm - Right End,1,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1128,155,U3 X2 R,,,,
SIP-373,HAU-004,U3 X2 ,WALL SIP MGO 110 x 305 x 2630 mm - Left End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,305,110,U3 X2 L,,,,
SIP-374,HAU-004,U3 X2 ,WALL SIP MGO 110 x 305 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,330,109,U3 X2 L,,,,
SIP-399,HAU-004,U3 X2 ,WALL SIP MGO 110 x 305 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2609,305,110,U3 X2 L,,,,
SIP-406,HAU-004,U3 X2 ,WALL SIP MGO 110 x 305 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,355,110,U3 X2 L,,,,
SIP-407,HAU-004,U3 X2 ,WALL SIP MGO 110 x 305 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,355,110,U3 X2 R,,,,
SIP-418,HAU-004,U3 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,610,111,U3 X2 L,,,,
SIP-419,HAU-004,U3 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,610,111,U3 X2 L,,,,
SIP-431,HAU-004,U3 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Middle,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,656,110,U3 X2 L,,,,
SIP-448,HAU-004,U3 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2609,610,110,U3 X2 L,,,,
SIP-459,HAU-004,U3 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,661,110,U3 X2 L,,,,
SIP-460,HAU-004,U3 X2 ,WALL SIP MGO 110 x 610 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,661,110,U3 X2 L,,,,
SIP-474,HAU-004,U3 X2 ,WALL SIP MGO 155 x 1220 x 2630 mm - Left End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1220,156,U3 X2 L,,,,
SIP-475,HAU-004,U3 X2 ,WALL SIP MGO 155 x 1220 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1270,155,U3 X2 L,,,,
SIP-476,HAU-004,U3 X2 ,WALL SIP MGO 155 x 1220 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1270,155,U3 X2 L,,,,
SIP-57,HAU-004,U3 X2 ,4.76 SLANTED END SIP MGO 155 x 1220 x 572 mm - Middle,8,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1272,156,U3 X2 L,,,,
SIP-58,HAU-004,U3 X2 ,4.76 SLANTED END SIP MGO 155 x 1220 x 572 mm - Middle,8,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1272,156,U3 X2 R,,,,
SIP-603,HAU-004,U3 X2 ,WALL SIP MGO 155 x 305 x 2630 mm - Neutral,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2647,305,155,U3 X2 L,,,,
SIP-89,HAU-004,U3 X2 ,DOOR SIP MGO 110 x 1075 x 2630 mm - 750 mm Opening - Right End,1,unit,SIP_PANELS,DOOR_PANEL_UNIT,STANDARD_FIXED,Ground,,,2616,1123,110,U3 X2 L,,,,
SIP-92,HAU-004,U3 X2 ,DOOR SIP MGO 110 x 1075 x 2630 mm - 900 mm Opening - Neutral,1,unit,SIP_PANELS,DOOR_PANEL_UNIT,STANDARD_FIXED,First,,,2640,1110,110,U3 X2 L,,,,
SIP-96,HAU-004,U3 X2 ,DOOR SIP MGO 110 x 1075 x 2630 mm - 900 mm Opening - Right End,1,unit,SIP_PANELS,DOOR_PANEL_UNIT,STANDARD_FIXED,Ground,,,2616,1124,110,U3 X2 L,,,,
SIP-97,HAU-004,U3 X2 ,DOOR SIP MGO 110 x 1075 x 2630 mm - 900 mm Opening - Right End,1,unit,SIP_PANELS,DOOR_PANEL_UNIT,STANDARD_FIXED,First,,,2616,1124,110,U3 X2 L,,,,
CHA-105,HAU-005,U3 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Ground,,,460,12200,2441,U3 X3 L,,,,
CHA-106,HAU-005,U3 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Ground,,,460,12200,2441,U3 X3 R,,,,
CHA-107,HAU-005,U3 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,460,12200,2441,U3 X3 L,,,,
CHA-108,HAU-005,U3 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Second,,,460,12200,2441,U3 X3 L,,,,
CHA-11,HAU-005,U3 X3,1-3 - BEAM - CEILING - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Ground,,,302,2680,60,U3 X3 R,,,,
CHA-12,HAU-005,U3 X3,1-3 - BEAM - CEILING - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,First,,,302,2680,60,U3 X3 R,,,,
CHA-123,HAU-005,U3 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Ground,,,460,12200,2441,U3 X3 L,,,,
CHA-124,HAU-005,U3 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Ground,,,460,12200,2441,U3 X3 R,,,,
CHA-125,HAU-005,U3 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,460,12200,2441,U3 X3 L,,,,
CHA-126,HAU-005,U3 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Second,,,460,12200,2441,U3 X3 L,,,,
CHA-13,HAU-005,U3 X3,1-3 - BEAM - CEILING - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Second,,,302,2680,60,U3 X3 R,,,,
CHA-131,HAU-005,U3 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - One-Third Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Second,,,458,12200,2441,U3 X3 R,,,,
CHA-133,HAU-005,U3 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - One-Third Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Second,,,458,12200,2441,U3 X3 R,,,,
CHA-144,HAU-005,U3 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Two-Thirds Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,2973,12200,2476,U3 X3 R,,,,
CHA-147,HAU-005,U3 X3,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Two-Thirds Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,2973,12200,2476,U3 X3 R,,,,
CHA-157,HAU-005,U3 X3,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U3 X3 L,,,,
CHA-158,HAU-005,U3 X3,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U3 X3 R,,,,
CHA-167,HAU-005,U3 X3,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U3 X3 L,,,,
CHA-168,HAU-005,U3 X3,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U3 X3 R,,,,
CHA-179,HAU-005,U3 X3,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U3 X3 L,,,,
CHA-180,HAU-005,U3 X3,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U3 X3 R,,,,
CHA-189,HAU-005,U3 X3,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U3 X3 L,,,,
CHA-19,HAU-005,U3 X3,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Ground,,,301,2680,60,U3 X3 R,,,,
CHA-190,HAU-005,U3 X3,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U3 X3 R,,,,
CHA-20,HAU-005,U3 X3,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,First,,,301,2680,60,U3 X3 R,,,,
CHA-204,HAU-005,U3 X3,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,12200,121,U3 X3 L,,,,
CHA-208,HAU-005,U3 X3,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,12200,121,U3 X3 L,,,,
CHA-21,HAU-005,U3 X3,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Second,,,301,2680,60,U3 X3 R,,,,
CHA-213,HAU-005,U3 X3,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,134,U3 X3 R,,,,
CHA-214,HAU-005,U3 X3,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,134,U3 X3 R,,,,
CHA-222,HAU-005,U3 X3,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,121,U3 X3 R,,,,
CHA-223,HAU-005,U3 X3,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,121,U3 X3 R,,,,
CHA-224,HAU-005,U3 X3,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,121,U3 X3 R,,,,
CHA-233,HAU-005,U3 X3,3-3 - COLUMNS - CONNECTOR - SINGLE,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,120,60,U3 X3 R,,,,
CHA-234,HAU-005,U3 X3,3-3 - COLUMNS - CONNECTOR - SINGLE,8,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,300,120,60,U3 X3 R,,,,
CHA-235,HAU-005,U3 X3,3-3 - COLUMNS - CONNECTOR - SINGLE,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,300,120,60,U3 X3 R,,,,
CHA-245,HAU-005,U3 X3,3-3 - COLUMNS - CONNECTOR - SINGLE,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,120,60,U3 X3 R,,,,
CHA-246,HAU-005,U3 X3,3-3 - COLUMNS - CONNECTOR - SINGLE,8,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,300,120,60,U3 X3 R,,,,
