BoM_Item_ID,Parent_Model_ID,Hausa_Model_Name,Component_Name,Quantity,Unit_of_Measure,Category_Key,SubCategory_Key,Quality_Key,Story,2D Symbol,3D Axonometry,Height (Z Size),Length (A),Width (B),Related Zone Number,Building Materials (All),2D_Symbol_URL,3D_Axonometry_URL,Imported_To_Project
CHA-143,HAU-004,U3 X2,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Two-Thirds Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,2973,12200,2476,U3 X2 R,,,,
CHA-146,HAU-004,U3 X2,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Two-Thirds Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,2973,12200,2476,U3 X2 R,,,,
CHA-155,HAU-004,U3 X2,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U3 X2 L,,,,
CHA-156,HAU-004,U3 X2,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U3 X2 R,,,,
CHA-165,HAU-004,U3 X2,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U3 X2 L,,,,
CHA-166,HAU-004,U3 X2,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U3 X2 R,,,,
CHA-17,HAU-004,U3 X2,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Ground,,,301,2680,60,U3 X2 R,,,,
CHA-177,HAU-004,U3 X2,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U3 X2 L,,,,
CHA-178,HAU-004,U3 X2,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U3 X2 R,,,,
CHA-18,HAU-004,U3 X2,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,First,,,301,2680,60,U3 X2 R,,,,
CHA-187,HAU-004,U3 X2,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U3 X2 L,,,,
CHA-188,HAU-004,U3 X2,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U3 X2 R,,,,
CHA-2,HAU-004,U3 X2,1-3 - BEAM - CEILING - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,First,,,302,2680,60,U3 X2 R,,,,
CHA-211,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,134,U3 X2 R,,,,
CHA-212,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,134,U3 X2 R,,,,
CHA-220,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,121,U3 X2 R,,,,
CHA-221,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,121,U3 X2 R,,,,
CHA-231,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE,8,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,120,60,U3 X2 R,,,,
CHA-232,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE,8,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,300,120,60,U3 X2 R,,,,
CHA-243,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE,8,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,120,60,U3 X2 R,,,,
CHA-244,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE,8,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,300,120,60,U3 X2 R,,,,
CHA-25,HAU-004,U3 X2,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Ground,,,301,2680,60,U3 X2 R,,,,
CHA-26,HAU-004,U3 X2,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,First,,,301,2680,60,U3 X2 R,,,,
CHA-271,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U3 X2 R,,,,
CHA-291,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U3 X2 R,,,,
CHA-310,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U3 X2 L,,,,
CHA-311,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U3 X2 R,,,,
CHA-312,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U3 X2 L,,,,
CHA-313,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,5,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U3 X2 L,,,,
CHA-314,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,5,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U3 X2 R,,,,
CHA-339,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U3 X2 L,,,,
CHA-340,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U3 X2 R,,,,
CHA-341,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U3 X2 L,,,,
CHA-342,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,5,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U3 X2 L,,,,
CHA-343,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,5,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U3 X2 R,,,,
CHA-369,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,60,U3 X2 L,,,,
CHA-370,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,60,U3 X2 R,,,,
CHA-371,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,60,U3 X2 L,,,,
CHA-372,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,60,U3 X2 R,,,,
CHA-388,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,60,U3 X2 L,,,,
CHA-389,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,60,U3 X2 R,,,,
CHA-390,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,60,U3 X2 L,,,,
CHA-391,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,60,U3 X2 R,,,,
CHA-404,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,290,120,73,U3 X2 L,,,,
CHA-405,HAU-004,U3 X2,3-3 - COLUMNS - CONNECTOR - SINGLE - 4 BOLTS,7,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,290,120,73,U3 X2 R,,,,
CHA-428,HAU-004,U3 X2,3-3 - COLUMNS - FOUNDATION - ALL - 40 x 8 x 2770 mm,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,2097,12200,2441,U3 X2 L,,,,
CHA-429,HAU-004,U3 X2,3-3 - COLUMNS - FOUNDATION - ALL - 40 x 8 x 2770 mm,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,2097,12200,2441,U3 X2 R,,,,
CHA-438,HAU-004,U3 X2,3-3 - COLUMNS - FOUNDATION - ALL - 40 x 8 x 2770 mm,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,2097,12200,2441,U3 X2 L,,,,
CHA-439,HAU-004,U3 X2,3-3 - COLUMNS - FOUNDATION - ALL - 40 x 8 x 2770 mm,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,2097,12200,2441,U3 X2 R,,,,
CHA-44,HAU-004,U3 X2,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Ground,,,302,12200,2441,U3 X2 L,,,,
CHA-45,HAU-004,U3 X2,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,First,,,302,12199,2441,U3 X2 L,,,,
CHA-461,HAU-004,U3 X2,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Ground,,,2270,12200,2441,U3 X2 L,,,,
CHA-462,HAU-004,U3 X2,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Ground,,,2270,12200,2441,U3 X2 R,,,,
CHA-463,HAU-004,U3 X2,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,First,,,2262,12200,2441,U3 X2 L,,,,
CHA-464,HAU-004,U3 X2,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,First,,,2268,12200,2441,U3 X2 R,,,,
CHA-489,HAU-004,U3 X2,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Ground,,,2270,12200,2441,U3 X2 L,,,,
CHA-490,HAU-004,U3 X2,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Ground,,,2270,12200,2441,U3 X2 R,,,,
CHA-491,HAU-004,U3 X2,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,First,,,2262,12200,2441,U3 X2 L,,,,
CHA-492,HAU-004,U3 X2,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,First,,,2268,12200,2441,U3 X2 R,,,,
CHA-506,HAU-004,U3 X2,3-3 - COLUMNS - SINGLE,4,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Ground,,,2274,120,60,U3 X2 R,,,,
CHA-507,HAU-004,U3 X2,3-3 - COLUMNS - SINGLE,4,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,First,,,2264,120,60,U3 X2 R,,,,
CHA-514,HAU-004,U3 X2,3-3 - COLUMNS - SINGLE,4,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Ground,,,2274,120,60,U3 X2 R,,,,
CHA-515,HAU-004,U3 X2,3-3 - COLUMNS - SINGLE,4,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,First,,,2264,120,60,U3 X2 R,,,,
CHA-527,HAU-004,U3 X2,ROOF CHASSIS 1-in-12 - Double C Beam - Low End for Gutter,1,unit,CHASSIS,CHASSIS_ROOF,STANDARD_FIXED,Second,,,630,12201,2443,U3 X2 L,,,,
CHA-528,HAU-004,U3 X2,ROOF CHASSIS 1-in-12 - Double C Beam - Low End for Gutter,1,unit,CHASSIS,CHASSIS_ROOF,STANDARD_FIXED,Second,,,630,12201,2443,U3 X2 R,,,,
CHA-61,HAU-004,U3 X2,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Ground,,,302,12200,2441,U3 X2 L,,,,
CHA-62,HAU-004,U3 X2,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,First,,,302,12199,2441,U3 X2 L,,,,
CHA-79,HAU-004,U3 X2,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Two-Thirds Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Ground,,,312,12200,2476,U3 X2 R,,,,
CHA-80,HAU-004,U3 X2,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Two-Thirds Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,First,,,312,12200,2476,U3 X2 R,,,,
CHA-85,HAU-004,U3 X2,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Two-Thirds Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Ground,,,312,12200,2476,U3 X2 R,,,,
CHA-86,HAU-004,U3 X2,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Two-Thirds Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,First,,,312,12200,2476,U3 X2 R,,,,
CHA-9,HAU-004,U3 X2,1-3 - BEAM - CEILING - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Ground,,,302,2680,60,U3 X2 R,,,,
DOO-1,HAU-004,U3 X2,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Ground,,,752×2.100,0,2100,U2 X2 L,,,,
DOO-10,HAU-004,U3 X2,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,750×2.100,0,2100,U3 X3 L,,,,
DOO-103,HAU-004,U3 X2,Simple Door Opening,1,unit,DOORS,SIMPLE_DOOR_OPENING,BASIC,First,,,900×2.100,0,2100,U3 X3 L,,,,
DOO-107,HAU-004,U3 X2,Sliding Door 26,1,unit,DOORS,SLIDING_DOOR,BASIC,Ground,,,2.104×2.395,126,2521,U2 X3 G L,,,,
DOO-11,HAU-004,U3 X2,Door 26,2,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X2 L,,,,
DOO-117,HAU-004,U3 X2,Sliding Door with 2 Sidelights 26,1,unit,DOORS,SLIDING_DOOR,BASIC,Ground,,,2.156×2.423,132,2555,U2 X3 L,,,,
DOO-2,HAU-004,U3 X2,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Ground,,,900×2.100,0,2100,U2 X3 L,,,,
DOO-3,HAU-004,U3 X2,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Ground,,,891×2.100,0,2100,U2 X3 G L,,,,
DOO-4,HAU-004,U3 X2,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Ground,,,900×2.100,0,2100,U3 X3 L,,,,
DOO-5,HAU-004,U3 X2,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Ground,,,900×2.100,128,2228,U3 X3 G L,,,,
DOO-6,HAU-004,U3 X2,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X2 L,,,,
DOO-7,HAU-004,U3 X2,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X3 L,,,,
DOO-75,HAU-004,U3 X2,Door with Sidelight on Side 1 and Transom 26,1,unit,DOORS,EXTERIOR_DOOR,BASIC,Ground,,,1.657×2.400,0,2400,U2 X3 L,,,,
DOO-8,HAU-004,U3 X2,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,935×2.100,0,2100,U2 X3 G L,,,,
DOO-81,HAU-004,U3 X2,Pocket Door 26,1,unit,DOORS,POCKET_DOOR,BASIC,Ground,,,830×2.100,0,2100,U2 X3 L,,,,
DOO-82,HAU-004,U3 X2,Pocket Door 26,1,unit,DOORS,POCKET_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X3 G L,,,,
DOO-83,HAU-004,U3 X2,Pocket Door 26,1,unit,DOORS,POCKET_DOOR,BASIC,First,,,900×2.100,0,2100,U3 X2 L,,,,
DOO-9,HAU-004,U3 X2,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,750×2.100,0,2100,U3 X3 L,,,,
FIN-26,HAU-004,U3 X2,Triple Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,Ground,,,2.057×1.341,1698,357,U3 X2 L,,,,
FIN-27,HAU-004,U3 X2,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,"First, ",,,1.829×1.877,652,2529,U3 X3 L,,,,
FIN-28,HAU-004,U3 X2,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,"First, ",,,1.823×1.872,676,2548,U3 X3 G L,,,,
FIN-29,HAU-004,U3 X2,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,"First, ",,,904×1.356,1190,2546,U2 X2 L,,,,
FIN-30,HAU-004,U3 X2,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,"First, ",,,486×1.308,1221,2529,U2 X3 L,,,,
MEP-26,HAU-004,U3 X2,Triple Window 26,1,unit,MEP,LIGHTING,BASIC,Ground,,,2.057×1.341,1698,357,U3 X2 L,,,,
MEP-27,HAU-004,U3 X2,Window 26,1,unit,MEP,LIGHTING,BASIC,"First, ",,,1.829×1.877,652,2529,U3 X3 L,,,,
MEP-28,HAU-004,U3 X2,Window 26,1,unit,MEP,LIGHTING,BASIC,"First, ",,,1.823×1.872,676,2548,U3 X3 G L,,,,
MEP-29,HAU-004,U3 X2,Window 26,1,unit,MEP,LIGHTING,BASIC,"First, ",,,904×1.356,1190,2546,U2 X2 L,,,,
MEP-30,HAU-004,U3 X2,Window 26,1,unit,MEP,LIGHTING,BASIC,"First, ",,,486×1.308,1221,2529,U2 X3 L,,,,
SIP-11,HAU-004,U3 X2,4.76 SLANTED END SIP MGO 155 x 1075 x 572 mm - Left End,1,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1075,156,U3 X2 L,,,,
SIP-12,HAU-004,U3 X2,4.76 SLANTED END SIP MGO 155 x 1075 x 572 mm - Left End,1,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1075,156,U3 X2 R,,,,
SIP-207,HAU-004,U3 X2,PORTAL SIP MGO 155 x 1220 x 2750 mm - Left End - for Column - Lip,1,unit,SIP_PANELS,PORTAL_PANEL,STANDARD_FIXED,Ground,,,2883,1220,156,U3 X2 L,,,,
SIP-208,HAU-004,U3 X2,PORTAL SIP MGO 155 x 1220 x 2750 mm - Left End - for Column - Lip,1,unit,SIP_PANELS,PORTAL_PANEL,STANDARD_FIXED,Ground,,,2883,1220,156,U3 X2 R,,,,
SIP-220,HAU-004,U3 X2,PORTAL SIP MGO 155 x 1220 x 2750 mm - Right End - for Column - Lip,1,unit,SIP_PANELS,PORTAL_PANEL,STANDARD_FIXED,Ground,,,2883,1268,157,U3 X2 L,,,,
SIP-221,HAU-004,U3 X2,PORTAL SIP MGO 155 x 1220 x 2750 mm - Right End - for Column - Lip,1,unit,SIP_PANELS,PORTAL_PANEL,STANDARD_FIXED,Ground,,,2883,1268,157,U3 X2 R,,,,
SIP-33,HAU-004,U3 X2,4.76 SLANTED END SIP MGO 155 x 1075 x 572 mm - Right End,1,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1128,155,U3 X2 L,,,,
SIP-34,HAU-004,U3 X2,4.76 SLANTED END SIP MGO 155 x 1075 x 572 mm - Right End,1,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1128,155,U3 X2 R,,,,
SIP-493,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Left Corner - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2890,1220,160,U3 X2 L,,,,
SIP-494,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Left Corner - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2890,1220,160,U3 X2 L,,,,
SIP-495,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Left Corner - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2890,1220,160,U3 X2 R,,,,
SIP-496,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Left Corner - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2890,1220,160,U3 X2 R,,,,
SIP-518,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Left End - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2890,1220,157,U3 X2 L,,,,
SIP-519,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Left End - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2890,1220,157,U3 X2 R,,,,
SIP-544,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Middle - Lip,8,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2890,1270,156,U3 X2 L,,,,
SIP-545,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Middle - Lip,8,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2890,1270,156,U3 X2 L,,,,
SIP-546,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Middle - Lip,8,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2890,1270,156,U3 X2 R,,,,
SIP-547,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Middle - Lip,8,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2890,1270,156,U3 X2 R,,,,
SIP-55,HAU-004,U3 X2,4.76 SLANTED END SIP MGO 155 x 1220 x 572 mm - Middle,8,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1272,156,U3 X2 L,,,,
SIP-56,HAU-004,U3 X2,4.76 SLANTED END SIP MGO 155 x 1220 x 572 mm - Middle,8,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Second,,,435,1272,156,U3 X2 R,,,,
SIP-576,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Right Corner - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2890,1267,157,U3 X2 L,,,,
SIP-577,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Right Corner - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2890,1267,157,U3 X2 L,,,,
SIP-578,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Right Corner - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2890,1267,157,U3 X2 R,,,,
SIP-579,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Right Corner - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2890,1267,157,U3 X2 R,,,,
SIP-601,HAU-004,U3 X2,WALL SIP MGO 155 x 1220 x 2750 mm - Right End - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2890,1267,157,U3 X2 R,,,,
SIP-613,HAU-004,U3 X2,WALL SIP MGO 155 x 305 x 2750 mm - Left End - Lip,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2882,305,155,U3 X2 R,,,,
